2166,356,353,367,28,16,13,19
2167,890,848,791,60,57,33,27
2168,15254,14189,14831,1245,1041,1001,826
2169,84,89,79,5,5,8,7
2170,125,125,137,2,8,6,3
2171,88,88,85,4,6,7,1
2172,252,252,260,12,13,7,8
2173,11653,11874,12146,953,810,875,850
2174,829,797,739,52,46,39,32
2175,161,138,154,10,5,6,4
2176,206,200,192,14,17,7,3
2177,139,132,123,9,8,13,3
2178,106,110,86,9,8,3,2
2179,385,354,329,34,28,21,5
2180,721,689,665,62,43,40,23
2181,79,105,100,3,7,7,5
2182,117,140,143,13,13,9,4
2183,185,196,195,14,12,6,10
2184,351,368,353,15,26,102,80
2185,390,391,366,25,27,20,14
2186,1351,1305,1341,70,83,173,120
2187,1134,1049,1069,61,62,67,46
2188,147,140,174,5,5,7,12
2189,350,381,356,27,22,17,21
2190,518,583,587,29,27,24,17
2191,523,496,502,28,20,20,19
2192,371,385,384,23,21,15,7
2193,65,72,75,2,5,6,3
2194,186,220,222,9,14,16,8
2195,910,897,825,59,50,24,29
2196,311,331,357,17,25,12,14
2197,535,558,568,40,37,26,24
2198,228,222,227,11,14,10,7
2199,601,632,575,44,37,23,16
2200,106,123,126,6,5,6,4
2201,441,467,465,26,24,145,125
2203,1282,1316,1267,89,92,54,45
2204,65,72,79,1,1,5,9
2205,229,201,161,19,22,12,5
2206,76,82,67,4,4,4,2
2207,216,208,176,12,11,8,5
2208,267,273,265,24,17,10,9
2209,708,650,650,58,45,57,32
2210,364,386,388,24,20,9,15
2211,294,216,243,23,10,15,14
2212,708,707,712,25,28,39,25
2213,343,317,325,27,18,17,7
2214,61,64,71,6,3,2,4
2215,841,750,710,50,53,76,49
2216,294,318,306,23,17,14,13
2217,992,1052,1052,54,60,123,101
2218,628,608,567,42,39,36,20
2219,200,211,196,19,16,13,9
2220,436,429,428,43,22,23,23
2221,152,183,175,7,14,9,3
2222,32,32,35,3,3,2,1
2223,301,302,286,16,18,10,10
2224,346,365,332,25,25,13,12
2225,84,97,88,8,5,4,4
2226,1863,1781,1696,96,77,79,57
2227,120,126,111,11,5,6,7
2228,339,289,298,21,7,50,31
2229,71,63,72,4,4,3,4
2230,186,192,189,16,10,7,2
2231,941,904,1404,68,85,31,35
2232,362,376,352,16,9,17,19
2233,145,130,123,9,6,5,8
2234,83,77,68,6,5,5,2
2235,115,111,103,8,9,6,3
2236,330,321,305,23,28,9,19
2237,1502,1485,1471,104,89,165,169
2238,1816,1951,1860,144,162,132,112
2239,1244,1181,1116,70,89,35,36
2240,218,230,226,15,23,10,6
2241,96,119,107,9,12,4,2
2242,641,636,646,39,42,26,16
2243,2923,2829,2732,221,152,227,172
2244,63,78,56,9,4,1,6
2245,1805,1796,1667,87,77,78,52
2246,611,597,557,42,48,26,19
2248,156,161,164,13,7,10,6
2249,100,111,105,10,11,5,2
2250,73,76,84,5,5,2,3
2251,27,32,38,0,2,1,2
2252,71,59,69,4,1,6,3
2253,358,339,328,29,17,13,16
2254,129,125,114,7,9,5,2
2255,153,148,145,14,18,5,5
2256,129,134,128,12,9,9,10
2257,437,423,376,26,20,17,16
2258,370,401,419,15,10,22,13
2259,392,409,431,13,10,12,8
2260,650,591,555,47,29,27,15
2261,391,381,377,25,17,28,24
2262,211,228,210,5,13,7,11
2263,112,115,106,13,8,10,7
2264,730,771,783,58,43,42,42
2265,99,101,79,4,5,7,4
2266,46,52,58,1,2,3,2
2267,292,290,293,28,10,15,9
2268,647,665,645,45,54,34,14
2269,155,157,154,14,11,13,3
2270,164,153,142,19,19,3,6
2271,130,149,144,7,6,8,6
2272,78,70,78,6,5,4,2
2273,207,205,188,10,14,11,4
2274,195,211,202,8,15,9,8
2275,319,339,353,24,32,25,18
2276,117,136,110,6,6,7,9
2277,342,333,332,19,19,16,9
2278,28,41,47,1,2,0,1
2279,553,576,569,35,30,22,28
2280,409,389,374,27,24,14,13
2281,256,263,260,18,19,15,9
2282,427,414,387,26,21,20,17
2283,287,290,290,15,20,9,9
2284,102,88,95,9,8,6,8
2286,867,843,850,59,56,53,42
2287,1048,1083,1126,48,49,38,29
2288,347,371,358,24,29,27,8
2289,411,434,426,23,15,11,14
2290,2745,2770,2612,186,153,143,100
2291,410,416,407,39,22,19,15
2292,1305,1176,1206,77,54,58,53
2293,553,586,543,32,27,36,21
2294,207,215,228,9,12,7,8
2295,853,927,854,64,59,57,38
2296,1197,1199,1159,47,60,169,102
2297,121,96,85,11,4,2,7
2298,1420,1481,1567,91,97,86,77
2299,546,580,548,45,41,28,28
2302,321,310,346,19,17,17,4
2303,680,680,534,31,20,30,22
2304,2838,2915,2987,292,270,365,262
2305,3001,3183,3285,195,201,285,270
2306,510,574,590,36,31,32,30
2307,2060,2192,2284,161,132,174,139
2308,476,516,471,34,40,39,16
2309,671,647,532,67,43,22,22
2310,248,275,279,12,17,21,16
2311,120,133,133,12,14,3,3
2312,1100,1158,1031,85,93,54,38
2313,444,477,452,29,32,22,24
2315,1669,1642,1628,99,115,168,152
2316,128,133,135,7,3,4,2
2317,218,215,212,16,15,14,5
2318,1381,1425,1538,83,96,78,80
2319,490,515,516,28,20,25,18
2320,237,275,291,14,12,9,7
2321,901,952,951,55,62,43,48
2322,386,405,389,27,18,20,14
2323,134,127,117,19,12,11,1
2324,281,272,282,27,22,9,15
2326,470,491,515,32,25,21,21
2327,163,177,188,12,11,8,3
2328,513,559,588,24,25,24,16
2329,425,418,407,22,22,16,13
2330,530,429,461,27,15,21,16
2331,110,129,127,8,5,11,7
2332,265,264,249,20,21,15,13
2333,164,158,145,11,12,9,5
2334,2958,3011,3045,190,191,163,144
2335,183,204,219,13,12,9,4
2336,983,1006,926,55,78,32,13
2337,168,201,207,13,17,8,3
2338,252,256,220,13,32,9,9
2339,690,693,678,52,43,28,16
2340,5235,5351,5593,285,280,307,262
2341,268,287,301,7,19,7,16
2342,134,141,155,1,12,4,4
2343,81,73,67,9,5,7,1
